SOCCode	Element_ID	Element_Name	average_scale	tot_emp	major_occ	annual_earnings	scale_rank	SOCTitle	jobzone	type
49-3051	2.C.4.c	Chemistry	46.242837331	20440	Installation, maintenance and repair	38280	0	Motorboat Mechanics and Service Technicians	3	1
49-3051	2.C.4.d	Biology	23.65707308	20440	Installation, maintenance and repair	38280	1	Motorboat Mechanics and Service Technicians	3	1
49-3051	2.C.4.e	Psychology	30.717142636	20440	Installation, maintenance and repair	38280	2	Motorboat Mechanics and Service Technicians	3	1
49-3051	2.C.4.f	Sociology and Anthropology	20.45692362	20440	Installation, maintenance and repair	38280	2	Motorboat Mechanics and Service Technicians	3	1
49-3051	2.C.4.g	Geography	28.300429126	20440	Installation, maintenance and repair	38280	1	Motorboat Mechanics and Service Technicians	3	1
49-3051	2.C.5.a	Medicine and Dentistry	9.7570489895	20440	Installation, maintenance and repair	38280	3	Motorboat Mechanics and Service Technicians	3	1
49-3051	2.C.5.b	Therapy and Counseling	13.627702627	20440	Installation, maintenance and repair	38280	2	Motorboat Mechanics and Service Technicians	3	1
49-3051	2.C.6	Education and Training	52.888561999	20440	Installation, maintenance and repair	38280	1	Motorboat Mechanics and Service Technicians	3	1
49-3051	2.C.7.a	English Language	55.95559565	20440	Installation, maintenance and repair	38280	2	Motorboat Mechanics and Service Technicians	3	1
49-3051	2.C.7.b	Foreign Language	7.5555090689	20440	Installation, maintenance and repair	38280	3	Motorboat Mechanics and Service Technicians	3	1
49-3051	2.C.7.c	Fine Arts	7.3426348797	20440	Installation, maintenance and repair	38280	2	Motorboat Mechanics and Service Technicians	3	1
49-3051	2.C.7.d	History and Archeology	10.2664505	20440	Installation, maintenance and repair	38280	2	Motorboat Mechanics and Service Technicians	3	1
49-3051	2.C.7.e	Philosophy and Theology	10.706473161	20440	Installation, maintenance and repair	38280	3	Motorboat Mechanics and Service Technicians	3	1
49-3051	2.C.8.a	Public Safety and Security	41.789949324	20440	Installation, maintenance and repair	38280	2	Motorboat Mechanics and Service Technicians	3	1
49-3051	2.C.8.b	Law and Government	37.401299072	20440	Installation, maintenance and repair	38280	1	Motorboat Mechanics and Service Technicians	3	1
49-3051	2.C.9.a	Telecommunications	29.253570347	20440	Installation, maintenance and repair	38280	1	Motorboat Mechanics and Service Technicians	3	1
49-3051	2.C.9.b	Communications and Media	28.58970821	20440	Installation, maintenance and repair	38280	2	Motorboat Mechanics and Service Technicians	3	1
49-3052	2.C.1.a	Administration and Management	51.71349747	15850	Installation, maintenance and repair	34220	1	Motorcycle Mechanics	3	1
49-3052	2.C.1.b	Clerical	38.707695158	15850	Installation, maintenance and repair	34220	2	Motorcycle Mechanics	3	1
49-3052	2.C.1.c	Economics and Accounting	24.795159974	15850	Installation, maintenance and repair	34220	2	Motorcycle Mechanics	3	1
49-3052	2.C.1.d	Sales and Marketing	37.698806479	15850	Installation, maintenance and repair	34220	1	Motorcycle Mechanics	3	1
49-3052	2.C.1.e	Customer and Personal Service	68.535706093	15850	Installation, maintenance and repair	34220	1	Motorcycle Mechanics	3	1
49-3052	2.C.1.f	Personnel and Human Resources	26.739483424	15850	Installation, maintenance and repair	34220	3	Motorcycle Mechanics	3	1
49-3052	2.C.10	Transportation	30.740852182	15850	Installation, maintenance and repair	34220	1	Motorcycle Mechanics	3	1
49-3052	2.C.2.a	Production and Processing	38.641205924	15850	Installation, maintenance and repair	34220	1	Motorcycle Mechanics	3	1
49-3052	2.C.2.b	Food Production	0	15850	Installation, maintenance and repair	34220	3	Motorcycle Mechanics	3	1
49-3052	2.C.3.a	Computers and Electronics	62.813784172	15850	Installation, maintenance and repair	34220	1	Motorcycle Mechanics	3	1
49-3052	2.C.3.b	Engineering and Technology	45.902070044	15850	Installation, maintenance and repair	34220	1	Motorcycle Mechanics	3	1
49-3052	2.C.3.c	Design	39.097680821	15850	Installation, maintenance and repair	34220	1	Motorcycle Mechanics	3	1
49-3052	2.C.3.d	Building and Construction	18.583402812	15850	Installation, maintenance and repair	34220	2	Motorcycle Mechanics	3	1
49-3052	2.C.3.e	Mechanical	93.606772534	15850	Installation, maintenance and repair	34220	0	Motorcycle Mechanics	3	1
49-3052	2.C.4.a	Mathematics	58.821765004	15850	Installation, maintenance and repair	34220	1	Motorcycle Mechanics	3	1
49-3052	2.C.4.b	Physics	54.066626239	15850	Installation, maintenance and repair	34220	0	Motorcycle Mechanics	3	1
49-3052	2.C.4.c	Chemistry	44.961890075	15850	Installation, maintenance and repair	34220	0	Motorcycle Mechanics	3	1
49-3052	2.C.4.d	Biology	5.6061192083	15850	Installation, maintenance and repair	34220	3	Motorcycle Mechanics	3	1
49-3052	2.C.4.e	Psychology	28.442422659	15850	Installation, maintenance and repair	34220	2	Motorcycle Mechanics	3	1
49-3052	2.C.4.f	Sociology and Anthropology	0	15850	Installation, maintenance and repair	34220	3	Motorcycle Mechanics	3	1
49-3052	2.C.4.g	Geography	4.5825756007	15850	Installation, maintenance and repair	34220	3	Motorcycle Mechanics	3	1
49-3052	2.C.5.a	Medicine and Dentistry	5.9064130017	15850	Installation, maintenance and repair	34220	3	Motorcycle Mechanics	3	1
49-3052	2.C.5.b	Therapy and Counseling	6.0568733901	15850	Installation, maintenance and repair	34220	3	Motorcycle Mechanics	3	1
49-3052	2.C.6	Education and Training	52.988408245	15850	Installation, maintenance and repair	34220	1	Motorcycle Mechanics	3	1
49-3052	2.C.7.a	English Language	52.676641711	15850	Installation, maintenance and repair	34220	3	Motorcycle Mechanics	3	1
49-3052	2.C.7.b	Foreign Language	7.2427305275	15850	Installation, maintenance and repair	34220	3	Motorcycle Mechanics	3	1
49-3052	2.C.7.c	Fine Arts	0	15850	Installation, maintenance and repair	34220	3	Motorcycle Mechanics	3	1
49-3052	2.C.7.d	History and Archeology	4.5825756007	15850	Installation, maintenance and repair	34220	3	Motorcycle Mechanics	3	1
49-3052	2.C.7.e	Philosophy and Theology	0	15850	Installation, maintenance and repair	34220	3	Motorcycle Mechanics	3	1
49-3052	2.C.8.a	Public Safety and Security	51.280739384	15850	Installation, maintenance and repair	34220	1	Motorcycle Mechanics	3	1
49-3052	2.C.8.b	Law and Government	24.860755217	15850	Installation, maintenance and repair	34220	3	Motorcycle Mechanics	3	1
49-3052	2.C.9.a	Telecommunications	22.276187746	15850	Installation, maintenance and repair	34220	2	Motorcycle Mechanics	3	1
49-3052	2.C.9.b	Communications and Media	22.38302849	15850	Installation, maintenance and repair	34220	3	Motorcycle Mechanics	3	1
49-3053	2.C.1.a	Administration and Management	58.400098573	31560	Installation, maintenance and repair	32710	0	Outdoor Power Equipment and Other Small Engine Mechanics	2	1
49-3053	2.C.1.b	Clerical	56.875804693	31560	Installation, maintenance and repair	32710	0	Outdoor Power Equipment and Other Small Engine Mechanics	2	1
49-3053	2.C.1.c	Economics and Accounting	45.139782118	31560	Installation, maintenance and repair	32710	0	Outdoor Power Equipment and Other Small Engine Mechanics	2	1
49-3053	2.C.1.d	Sales and Marketing	52.386203583	31560	Installation, maintenance and repair	32710	0	Outdoor Power Equipment and Other Small Engine Mechanics	2	1
49-3053	2.C.1.e	Customer and Personal Service	60.077094441	31560	Installation, maintenance and repair	32710	1	Outdoor Power Equipment and Other Small Engine Mechanics	2	1
49-3053	2.C.1.f	Personnel and Human Resources	47.122940877	31560	Installation, maintenance and repair	32710	0	Outdoor Power Equipment and Other Small Engine Mechanics	2	1
49-3053	2.C.10	Transportation	38.316354037	31560	Installation, maintenance and repair	32710	1	Outdoor Power Equipment and Other Small Engine Mechanics	2	1
49-3053	2.C.2.a	Production and Processing	44.818043975	31560	Installation, maintenance and repair	32710	1	Outdoor Power Equipment and Other Small Engine Mechanics	2	1
49-3053	2.C.2.b	Food Production	11.063453835	31560	Installation, maintenance and repair	32710	1	Outdoor Power Equipment and Other Small Engine Mechanics	2	1
49-3053	2.C.3.a	Computers and Electronics	50.695449244	31560	Installation, maintenance and repair	32710	0	Outdoor Power Equipment and Other Small Engine Mechanics	2	1
49-3053	2.C.3.b	Engineering and Technology	53.851648957	31560	Installation, maintenance and repair	32710	0	Outdoor Power Equipment and Other Small Engine Mechanics	2	1
49-3053	2.C.3.c	Design	42.673510966	31560	Installation, maintenance and repair	32710	1	Outdoor Power Equipment and Other Small Engine Mechanics	2	1
49-3053	2.C.3.d	Building and Construction	28.22359729	31560	Installation, maintenance and repair	32710	1	Outdoor Power Equipment and Other Small Engine Mechanics	2	1
49-3053	2.C.3.e	Mechanical	82.010452453	31560	Installation, maintenance and repair	32710	0	Outdoor Power Equipment and Other Small Engine Mechanics	2	1
49-3053	2.C.4.a	Mathematics	48.166378697	31560	Installation, maintenance and repair	32710	1	Outdoor Power Equipment and Other Small Engine Mechanics	2	1
49-3053	2.C.4.b	Physics	43.52339152	31560	Installation, maintenance and repair	32710	0	Outdoor Power Equipment and Other Small Engine Mechanics	2	1
49-3053	2.C.4.c	Chemistry	41.742065427	31560	Installation, maintenance and repair	32710	0	Outdoor Power Equipment and Other Small Engine Mechanics	2	1
49-3053	2.C.4.d	Biology	12.384321997	31560	Installation, maintenance and repair	32710	1	Outdoor Power Equipment and Other Small Engine Mechanics	2	1
49-3053	2.C.4.e	Psychology	33.83489219	31560	Installation, maintenance and repair	32710	1	Outdoor Power Equipment and Other Small Engine Mechanics	2	1
49-3053	2.C.4.f	Sociology and Anthropology	10.561385196	31560	Installation, maintenance and repair	32710	3	Outdoor Power Equipment and Other Small Engine Mechanics	2	1
49-3053	2.C.4.g	Geography	19.399558138	31560	Installation, maintenance and repair	32710	1	Outdoor Power Equipment and Other Small Engine Mechanics	2	1
49-3053	2.C.5.a	Medicine and Dentistry	16.433415437	31560	Installation, maintenance and repair	32710	1	Outdoor Power Equipment and Other Small Engine Mechanics	2	1
49-3053	2.C.5.b	Therapy and Counseling	18.480878207	31560	Installation, maintenance and repair	32710	1	Outdoor Power Equipment and Other Small Engine Mechanics	2	1
49-3053	2.C.6	Education and Training	49.251540284	31560	Installation, maintenance and repair	32710	1	Outdoor Power Equipment and Other Small Engine Mechanics	2	1
49-3053	2.C.7.a	English Language	55.946403946	31560	Installation, maintenance and repair	32710	1	Outdoor Power Equipment and Other Small Engine Mechanics	2	1
49-3053	2.C.7.b	Foreign Language	18.283481671	31560	Installation, maintenance and repair	32710	1	Outdoor Power Equipment and Other Small Engine Mechanics	2	1
49-3053	2.C.7.c	Fine Arts	8.1240383659	31560	Installation, maintenance and repair	32710	1	Outdoor Power Equipment and Other Small Engine Mechanics	2	1
49-3053	2.C.7.d	History and Archeology	15.118578751	31560	Installation, maintenance and repair	32710	0	Outdoor Power Equipment and Other Small Engine Mechanics	2	1
49-3053	2.C.7.e	Philosophy and Theology	13.950933868	31560	Installation, maintenance and repair	32710	2	Outdoor Power Equipment and Other Small Engine Mechanics	2	1
49-3053	2.C.8.a	Public Safety and Security	41.772853559	31560	Installation, maintenance and repair	32710	2	Outdoor Power Equipment and Other Small Engine Mechanics	2	1
49-3053	2.C.8.b	Law and Government	31.453367004	31560	Installation, maintenance and repair	32710	1	Outdoor Power Equipment and Other Small Engine Mechanics	2	1
49-3053	2.C.9.a	Telecommunications	28.870152162	31560	Installation, maintenance and repair	32710	0	Outdoor Power Equipment and Other Small Engine Mechanics	2	1
49-3053	2.C.9.b	Communications and Media	31.061229295	31560	Installation, maintenance and repair	32710	1	Outdoor Power Equipment and Other Small Engine Mechanics	2	1
49-3091	2.C.1.a	Administration and Management	43.03055299	12560	Installation, maintenance and repair	27470	1	Bicycle Repairers	2	1
49-3091	2.C.1.b	Clerical	25.909733723	12560	Installation, maintenance and repair	27470	2	Bicycle Repairers	2	1
49-3091	2.C.1.c	Economics and Accounting	28.741209161	12560	Installation, maintenance and repair	27470	1	Bicycle Repairers	2	1
49-3091	2.C.1.d	Sales and Marketing	50.990194702	12560	Installation, maintenance and repair	27470	0	Bicycle Repairers	2	1
49-3091	2.C.1.e	Customer and Personal Service	70.296516243	12560	Installation, maintenance and repair	27470	0	Bicycle Repairers	2	1
49-3091	2.C.1.f	Personnel and Human Resources	36.862678581	12560	Installation, maintenance and repair	27470	1	Bicycle Repairers	2	1
49-3091	2.C.10	Transportation	33.99243646	12560	Installation, maintenance and repair	27470	1	Bicycle Repairers	2	1
49-3091	2.C.2.a	Production and Processing	39.919920001	12560	Installation, maintenance and repair	27470	2	Bicycle Repairers	2	1
49-3091	2.C.2.b	Food Production	15.458700941	12560	Installation, maintenance and repair	27470	1	Bicycle Repairers	2	1
49-3091	2.C.3.a	Computers and Electronics	28.729278987	12560	Installation, maintenance and repair	27470	2	Bicycle Repairers	2	1
49-3091	2.C.3.b	Engineering and Technology	58.062036837	12560	Installation, maintenance and repair	27470	0	Bicycle Repairers	2	1
49-3091	2.C.3.c	Design	53.114700386	12560	Installation, maintenance and repair	27470	0	Bicycle Repairers	2	1
49-3091	2.C.3.d	Building and Construction	47.292102625	12560	Installation, maintenance and repair	27470	0	Bicycle Repairers	2	1
49-3091	2.C.3.e	Mechanical	79.749605997	12560	Installation, maintenance and repair	27470	0	Bicycle Repairers	2	1
49-3091	2.C.4.a	Mathematics	44.848952345	12560	Installation, maintenance and repair	27470	2	Bicycle Repairers	2	1
49-3091	2.C.4.b	Physics	39.767179465	12560	Installation, maintenance and repair	27470	0	Bicycle Repairers	2	1
49-3091	2.C.4.c	Chemistry	21.627363948	12560	Installation, maintenance and repair	27470	2	Bicycle Repairers	2	1
49-3091	2.C.4.d	Biology	9.6362409399	12560	Installation, maintenance and repair	27470	2	Bicycle Repairers	2	1
49-3091	2.C.4.e	Psychology	22.942163502	12560	Installation, maintenance and repair	27470	2	Bicycle Repairers	2	1
49-3091	2.C.4.f	Sociology and Anthropology	4.852098099	12560	Installation, maintenance and repair	27470	3	Bicycle Repairers	2	1
49-3091	2.C.4.g	Geography	14.310834927	12560	Installation, maintenance and repair	27470	2	Bicycle Repairers	2	1
49-3091	2.C.5.a	Medicine and Dentistry	2.4260490495	12560	Installation, maintenance and repair	27470	3	Bicycle Repairers	2	1
49-3091	2.C.5.b	Therapy and Counseling	3.4309514688	12560	Installation, maintenance and repair	27470	3	Bicycle Repairers	2	1
49-3091	2.C.6	Education and Training	27.118785953	12560	Installation, maintenance and repair	27470	3	Bicycle Repairers	2	1
49-3091	2.C.7.a	English Language	65.652766059	12560	Installation, maintenance and repair	27470	0	Bicycle Repairers	2	1
49-3091	2.C.7.b	Foreign Language	9.026943912	12560	Installation, maintenance and repair	27470	3	Bicycle Repairers	2	1
49-3091	2.C.7.c	Fine Arts	1.6987390011	12560	Installation, maintenance and repair	27470	3	Bicycle Repairers	2	1
